,corp1.txt,corp10.txt,corp2.txt,corp3.txt,corp4.txt,corp5.txt,corp6.txt,corp7.txt,corp8.txt,corp9.txt,idf,tf.idfcorp1.txt,tf.idfcorp10.txt,tf.idfcorp2.txt,tf.idfcorp3.txt,tf.idfcorp4.txt,tf.idfcorp5.txt,tf.idfcorp6.txt,tf.idfcorp7.txt,tf.idfcorp8.txt,tf.idfcorp9.txt
ث إ,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6020599913279625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ث ا,0.0,8.0,1.0,0.0,6.0,6.0,4.0,1.0,0.0,0.0,0.22184874961635637,0.0,0.4221981340215706,0.22184874961635637,0.0,0.39448063152637197,0.39448063152637197,0.3554150058864992,0.22184874961635637,0.0,0.0
ث ب,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.8376831181293936,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.5228787452803376,0.0
ث ة,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.6802809317048656,0.5228787452803376,0.0,0.0,0.0
ث ت,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0
ث ر,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.0,0.5878056449127935,0.0
ث ط,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ث ظ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ث ع,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ث ف,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ث ق,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.0,0.0
ث ل,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.3979400086720376,0.0,0.0,0.5177318877571058,0.0,0.5177318877571058,0.0,0.0
ث م,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.39164905395343774,0.3010299956639812,0.44465780490343443,0.44465780490343443
ث ن,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.5878056449127935,0.0,0.5177318877571058,0.0,0.0
ث و,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.8883553041361473,0.0
ث ي,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.0,0.0,0.7075975239978617,0.3979400086720376,0.0,0.0,0.3979400086720376
ج أ,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.9093809417105436,0.0,0.0,0.0
ج ا,1.0,6.0,3.0,4.0,2.0,10.0,4.0,2.0,0.0,2.0,0.04575749056067514,0.04575749056067514,0.08136373905488227,0.06758936186980757,0.07330624493082455,0.059531867745749846,0.09151498112135029,0.07330624493082455,0.059531867745749846,0.0,0.059531867745749846
ج ب,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.22184874961635637,0.22184874961635637,0.0,0.22184874961635637,0.22184874961635637,0.2886318777514278,0.32769750339130055,0.0,0.0,0.0,0.22184874961635637
ج ة,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.0,0.0,0.5878056449127935,0.0,0.3979400086720376,0.3979400086720376,0.0
ج ت,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.5177318877571058,0.0,0.0,0.5177318877571058,0.0,0.0,0.3979400086720376,0.0
ج ج,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ج ح,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ج د,1.0,10.0,0.0,2.0,2.0,6.0,0.0,3.0,0.0,0.0,0.22184874961635637,0.22184874961635637,0.44369749923271273,0.0,0.2886318777514278,0.2886318777514278,0.39448063152637197,0.0,0.32769750339130055,0.0,0.0
ج ذ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6989700043360189,0.0,0.9093809417105436,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0
ج ر,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.3979400086720376,0.0,0.5878056449127935,0.0,0.0,0.0,0.3979400086720376,0.3979400086720376,0.0,0.7958800173440752,0.0
ج ز,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.9093809417105436
ج س,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.5228787452803376,0.0,0.7723553082947351,0.0,0.0,0.0,0.0,0.6802809317048656,0.0,0.6802809317048656,0.0
ج ع,0.0,3.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,0.22184874961635637,0.0,0.32769750339130055,0.0,0.0,0.0,0.3554150058864992,0.22184874961635637,0.32769750339130055,0.22184874961635637,0.22184874961635637
ج غ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ج ك,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0
ج ل,0.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.3979400086720376,0.0,0.6375237668421739,0.0,0.0,0.0,0.7075975239978617,0.3979400086720376,0.0,0.5177318877571058,0.0
ج م,1.0,5.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.5114409330385058,0.0,0.0,0.0,0.5114409330385058,0.3010299956639812,0.4822681122428943,0.0,0.0
ج ن,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.9093809417105436,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0
ج ه,1.0,19.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.22184874961635637,0.22184874961635637,0.5055386370551546,0.2886318777514278,0.0,0.32769750339130055,0.2886318777514278,0.2886318777514278,0.0,0.0,0.0
ج و,0.0,3.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,0.3979400086720376,0.0,0.5878056449127935,0.0,0.0,0.0,0.5878056449127935,0.0,0.7075975239978617,0.0,0.3979400086720376
ج ي,0.0,4.0,0.0,6.0,2.0,3.0,3.0,3.0,1.0,1.0,0.09691001300805642,0.0,0.1552556545992796,0.0,0.1723206608049707,0.126082833803668,0.1431478400093591,0.1431478400093591,0.1431478400093591,0.09691001300805642,0.09691001300805642
ح آ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ح أ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.6989700043360189,0.0
ح ا,1.0,21.0,1.0,5.0,1.0,5.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ح ب,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.5177318877571058,0.676088138259007,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.0,0.0
ح ة,2.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.22184874961635637,0.2886318777514278,0.3554150058864992,0.0,0.0,0.0,0.2886318777514278,0.22184874961635637,0.22184874961635637,0.22184874961635637,0.0
ح ت,1.0,9.0,0.0,1.0,2.0,2.0,5.0,4.0,2.0,3.0,0.04575749056067514,0.04575749056067514,0.08942123317894,0.0,0.04575749056067514,0.059531867745749846,0.059531867745749846,0.07774060393627559,0.07330624493082455,0.059531867745749846,0.06758936186980757
ح ج,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ح ح,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ح خ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ح د,0.0,17.0,1.0,1.0,11.0,17.0,7.0,2.0,2.0,0.0,0.09691001300805642,0.0,0.21615283398457397,0.09691001300805642,0.09691001300805642,0.1978313916732348,0.21615283398457397,0.17880847505892103,0.126082833803668,0.126082833803668,0.0
ح ذ,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,1.1197918790850683,0.0,0.0,0.0,0.0,0.0
ح ر,4.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,0.22184874961635637,0.3554150058864992,0.0,0.22184874961635637,0.0,0.2886318777514278,0.32769750339130055,0.32769750339130055,0.0,0.0,0.2886318777514278
ح ز,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,0.0,0.0,0.0
ح س,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6989700043360189,0.0,1.032463449816228,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0
ح ش,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ح ص,0.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.3010299956639812,0.0,0.39164905395343774,0.3010299956639812,0.0,0.0,0.4822681122428943,0.0,0.3010299956639812,0.0,0.3010299956639812
ح ض,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.6802809317048656,0.0
ح ظ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ح ف,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.22184874961635637,0.0,0.2886318777514278,0.0,0.2886318777514278,0.22184874961635637,0.22184874961635637,0.22184874961635637,0.0,0.22184874961635637,0.0
ح ق,2.0,2.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,0.15490195998574316,0.20153209632859362,0.20153209632859362,0.15490195998574316,0.15490195998574316,0.0,0.26317378362863586,0.22880897749267587,0.20153209632859362,0.0,0.0
ح ك,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3979400086720376,0.0,0.6375237668421739,0.3979400086720376,0.0,0.0,0.0,0.3979400086720376,0.3979400086720376,0.0,0.0
ح ل,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,0.22184874961635637,0.0,0.22184874961635637,0.0,0.2886318777514278,0.0,0.3554150058864992,0.22184874961635637,0.0,0.22184874961635637,0.22184874961635637
ح م,0.0,7.0,1.0,0.0,0.0,3.0,4.0,0.0,13.0,0.0,0.3010299956639812,0.0,0.555429854985112,0.3010299956639812,0.0,0.0,0.44465780490343443,0.4822681122428943,0.0,0.636360358178829,0.0
ح ن,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ح ه,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ح و,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.22184874961635637,0.22184874961635637,0.0,0.0,0.0,0.2886318777514278,0.22184874961635637,0.2886318777514278,0.2886318777514278,0.22184874961635637,0.0
ح ي,1.0,6.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0,1.0,0.15490195998574316,0.15490195998574316,0.27543911383552633,0.0,0.22880897749267587,0.0,0.20153209632859362,0.22880897749267587,0.0,0.22880897749267587,0.15490195998574316
خ أ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
خ ا,0.0,10.0,0.0,3.0,2.0,7.0,4.0,2.0,1.0,1.0,0.09691001300805642,0.0,0.19382002601611284,0.0,0.1431478400093591,0.126082833803668,0.17880847505892103,0.1552556545992796,0.126082833803668,0.09691001300805642,0.09691001300805642
خ ب,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.0,0.3979400086720376,0.0
خ ة,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
خ ت,0.0,5.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.3010299956639812,0.0,0.5114409330385058,0.0,0.3010299956639812,0.0,0.44465780490343443,0.0,0.39164905395343774,0.39164905395343774,0.0
خ د,1.0,21.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,3.0,0.22184874961635637,0.22184874961635637,0.515181446871697,0.0,0.0,0.39448063152637197,0.3769143710976413,0.0,0.0,0.22184874961635637,0.32769750339130055
خ ر,0.0,1.0,2.0,0.0,1.0,2.0,1.0,5.0,1.0,0.0,0.15490195998574316,0.0,0.15490195998574316,0.20153209632859362,0.0,0.15490195998574316,0.20153209632859362,0.15490195998574316,0.26317378362863586,0.15490195998574316,0.0
خ ز,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6989700043360189,0.0,0.9093809417105436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189
خ ص,0.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.7075975239978617,0.3979400086720376,0.0,0.0,0.5177318877571058,0.3979400086720376,0.0,0.0,0.0
خ ط,2.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.3010299956639812,0.39164905395343774,0.44465780490343443,0.0,0.3010299956639812,0.0,0.44465780490343443,0.3010299956639812,0.0,0.0,0.0
خ ف,0.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.3979400086720376,0.0,0.757315645927242,0.0,0.0,0.5177318877571058,0.0
خ ل,0.0,2.0,2.0,0.0,0.0,12.0,2.0,1.0,1.0,2.0,0.15490195998574316,0.0,0.20153209632859362,0.20153209632859362,0.0,0.0,0.32206925017837684,0.20153209632859362,0.15490195998574316,0.15490195998574316,0.20153209632859362
خ م,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,10.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.6802809317048656,0.5228787452803376,0.0,1.0457574905606752,0.0
خ ن,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6020599913279625,0.0
خ ه,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
خ و,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.9093809417105436,0.0,0.0,0.0,0.9093809417105436,0.0,0.0,0.0,0.0
خ ي,0.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5228787452803376,0.0,0.7723553082947351,0.0,0.8883553041361473,0.0,0.0,0.0,0.6802809317048656,0.0,0.0
خ ّ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
د ء,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
د أ,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.3979400086720376,0.5177318877571058,0.5177318877571058,0.0,0.0,0.0,0.3979400086720376,0.5177318877571058,0.0,0.0,0.0
د إ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
د ا,3.0,34.0,3.0,7.0,7.0,19.0,18.0,8.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
د ب,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.5228787452803376,0.7723553082947351,0.0,0.6802809317048656,0.0,0.0,0.0,0.0
د ة,0.0,13.0,1.0,4.0,2.0,24.0,5.0,2.0,4.0,1.0,0.04575749056067514,0.0,0.09672874298898206,0.04575749056067514,0.07330624493082455,0.059531867745749846,0.10891249342503168,0.07774060393627559,0.059531867745749846,0.07330624493082455,0.04575749056067514
د ت,1.0,4.0,0.0,4.0,0.0,5.0,0.0,1.0,1.0,0.0,0.22184874961635637,0.22184874961635637,0.3554150058864992,0.0,0.3554150058864992,0.0,0.3769143710976413,0.0,0.22184874961635637,0.22184874961635637,0.0
د ث,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.5177318877571058,0.5177318877571058,0.3979400086720376,0.0,0.0,0.0
د ج,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0
د ح,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0
د خ,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.8376831181293936,0.5228787452803376,0.0,0.0,0.6802809317048656,0.0,0.0,0.0,0.0
د د,1.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,3.0,0.0,0.09691001300805642,0.09691001300805642,0.126082833803668,0.09691001300805642,0.126082833803668,0.126082833803668,0.1552556545992796,0.0,0.09691001300805642,0.1431478400093591,0.0
د ر,0.0,4.0,1.0,2.0,3.0,4.0,3.0,5.0,1.0,0.0,0.09691001300805642,0.0,0.1552556545992796,0.09691001300805642,0.126082833803668,0.1431478400093591,0.1552556545992796,0.1431478400093591,0.16464720522050125,0.09691001300805642,0.0
د ز,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
د س,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
د ش,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
د ظ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
د ع,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.22184874961635637,0.0,0.2886318777514278,0.22184874961635637,0.22184874961635637,0.22184874961635637,0.0,0.22184874961635637,0.22184874961635637,0.0,0.0
د غ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
د ف,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3979400086720376,0.5177318877571058,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.0,0.0,0.0,0.3979400086720376
د ق,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.3979400086720376,0.5177318877571058,0.5177318877571058,0.0,0.0,0.0,0.5177318877571058,0.0,0.0,0.6375237668421739,0.0
د ك,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.6802809317048656,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.0,0.0
د ل,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.39164905395343774,0.39164905395343774,0.0
د م,2.0,15.0,0.0,2.0,6.0,13.0,2.0,6.0,5.0,2.0,0.04575749056067514,0.059531867745749846,0.09957247524540802,0.0,0.059531867745749846,0.08136373905488227,0.09672874298898206,0.059531867745749846,0.08136373905488227,0.07774060393627559,0.059531867745749846
د ن,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.3010299956639812,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0
د ه,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22184874961635637,0.22184874961635637,0.2886318777514278,0.22184874961635637,0.2886318777514278,0.0,0.22184874961635637,0.0,0.22184874961635637,0.0,0.0
د و,4.0,7.0,7.0,1.0,1.0,31.0,4.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
د ي,1.0,27.0,5.0,15.0,12.0,26.0,12.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
د ٍ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
د ُ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
د ّ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ذ ا,0.0,3.0,3.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.44465780490343443,0.44465780490343443,0.0,0.3010299956639812,0.555429854985112,0.3010299956639812,0.0,0.0,0.0
ذ ب,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ذ ة,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ذ ج,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ذ ر,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ذ ف,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0
ذ ك,0.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.39164905395343774,0.39164905395343774,0.0,0.44465780490343443,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0
ذ ل,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.3979400086720376,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.0,0.5177318877571058,0.0,0.0,0.3979400086720376
ذ ن,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6989700043360187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ذ ه,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3010299956639812,0.0,0.39164905395343774,0.3010299956639812,0.0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.3010299956639812
ذ و,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0
ذ ى,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ذ ي,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.0,0.0,0.6802809317048656,0.5228787452803376,0.0,0.0,0.0,0.0
ر آ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ر أ,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.0,0.6375237668421739,0.3979400086720376,0.0,0.3979400086720376,0.0
