,corp1.txt,corp10.txt,corp2.txt,corp3.txt,corp4.txt,corp5.txt,corp6.txt,corp7.txt,corp8.txt,corp9.txt,idf,tf.idfcorp1.txt,tf.idfcorp10.txt,tf.idfcorp2.txt,tf.idfcorp3.txt,tf.idfcorp4.txt,tf.idfcorp5.txt,tf.idfcorp6.txt,tf.idfcorp7.txt,tf.idfcorp8.txt,tf.idfcorp9.txt
ً ق,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0,0.0
ً ل,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.3979400086720376,0.0,0.0,0.0,0.3979400086720376,0.0,0.6375237668421739,0.5878056449127935,0.5878056449127935,0.0,0.0
ً م,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.3979400086720376,0.0,0.0,0.0,0.0,0.3979400086720376,0.3979400086720376,0.3979400086720376,0.0,0.3979400086720376,0.0
ً و,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.39164905395343774,0.39164905395343774,0.3010299956639812,0.3010299956639812,0.0,0.0
ً ي,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.5228787452803376,0.6802809317048656,0.0,0.0
ً ُ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ً ّ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ٍ و,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ُ ب,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4771212547196624,0.0
ُ م,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ّ ا,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.7723553082947351,0.0,0.0,0.0,0.0,0.6802809317048656,0.0,0.5228787452803376,0.0
ّ ت,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ّ ر,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ّ ع,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ّ ق,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ّ م,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0
ّ ن,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
